Medicut Shears  Dark Green 7-1/4,RETAIL PACKAGING * Dark Green  7 1/4  * Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC320DG,5.46,9.93,Wound Care,Bandage Scissors,0,3,ADC320DG.jpg,1014,0,0,0,,,,,,,,,,
Medicut Shears Neon Orange 7-1/4,RETAIL PACKAGING * Neon Orange 7 1/4  * Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC320NO,5.71,10.38,Wound Care,Bandage Scissors,0,0,ADC320NO.jpg,1014,0,0,0,,,,,,,,,,
Medicut Shears  Neon Pink  7-1/4,RETAIL PACKAGING * Neon Yellow 7 1/4  * Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC320NP,5.71,10.38,Wound Care,Bandage Scissors,0,4,ADC320NP.jpg,1014,0,0,0,,,,,,,,,,
Medicut Shears Neon Yellow 7-1/4,RETAIL PACKAGING * Neon Yellow *Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC320NY,5.71,10.38,Wound Care,Bandage Scissors,0,0,ADC320NY.jpg,1014,0,0,0,,,,,,,,,,
Medicut Shears  Red  7-1/4,RETAIL PACKAGING * Red 7 1/4  * Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC320R,5.71,10.38,Wound Care,Bandage Scissors,0,0,ADC320R.jpg,1014,0,0,0,,,,,,,,,,
Medicut Shears  Purple  7-1/4,RETAIL PACKAGING * Purple 7 1/4  * Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC320V,5.71,10.38,Wound Care,Bandage Scissors,0,1,ADC320V.jpg,1014,0,0,0,,,,,,,,,,
MiniMedicut Shears  5.5  Blue,Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Polypropylene safety bandage tip color coordinated to the handle * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC321B,5.42,9.86,Wound Care,Bandage Scissors,0,0,adc321b.jpg,1014,0,0,0,adc321b.jpg,,,,,,,,,
MiniMedicut Shears  5.5  Black,RETAIL PACKAGING * Black  5 1/2  * Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Polypropylene safety bandage tip color coordinated to the handle * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC321BK,4.93,8.96,Wound Care,Bandage Scissors,0,1,adc321bk.jpg,1014,0,0,0,,,,,,,,,,
MiniMedicut Shears  5.5  Magenta,Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Polypropylene safety bandage tip color coordinated to the handle * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC321M,5.04,9.16,Wound Care,Bandage Scissors,0,2,adc321m.jpg,1014,0,0,0,adc321m.jpg,,,,,,,,,
MiniMedicut Shears  5.5  Royal Blue,Razor sharp  super-hardened surgical stainless steel blades with one serrated edge to cut through the toughest materials * Blades tempered to a Rockwell hardness of C56 for unsurpassed durability * Contoured polypropylene handles with large ring provide maximum control and comfort * Extra large rivet with a rated strength of 88kg assures rugged durability * Polypropylene safety bandage tip color coordinated to the handle * Fully auto-clavable to 143øC (290øF) * Inspected and packaged in the U.S.A. *,ADC321RB,5.42,9.86,Wound Care,Bandage Scissors,0,0,adc321rb.jpg,1014,0,0,0,adc321rb.jpg,,,,,,,,,
